"BANKID","ADDRESS","CBSA","CBSA_DIV","CBSA_DIV_FLG","CBSA_DIV_NO","CBSA_METRO","CBSA_METRO_FLG","CBSA_METRO_NAME","CBSA_MICRO_FLG","CBSA_NO","CERT","CITY","COUNTY","ESTYMD","FI_UNINUM","MAINOFF","NAME","OFFNAME","OFFNUM","RUNDATE","SERVTYPE","STALP","STCNTY","STNAME","UNINUM","ZIP","AUTO_UNIQUE_ID_2021-06-10_Cristinakim30_SDIC_Banks_all","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType"
"2832","10 Town Center Pkwy","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","628","Santee","San Diego","11/1/1934","417","0","Jpmorgan Chase Bank, National Association","Santee Branch","4762","6/10/2021","11","CA","6073","California","273856","92071",85,"USCGeocoder",109.3846,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","10499.1416640873","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.8388275922438,-116.988422417228,"Exact","","","","","","","","","","","","","",""
"2833","607 Lomas Santa Fe","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","628","Solana Beach","San Diego","1/1/1919","417","0","Jpmorgan Chase Bank, National Association","Solana Beach Branch","4562","6/10/2021","11","CA","6073","California","275884","92075",86,"USCGeocoder",218.765,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1212.00685927575","LinearInterpolationAddressRange","StreetSegment","91.715976331361","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.9959214573507,-117.263001009695,"Relaxed;Soundex","","","","","","","","","","","","","",""
"2834","619 Sweetwater Rd","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","628","Spring Valley","San Diego","11/1/1934","417","0","Jpmorgan Chase Bank, National Association","Spring Valley Branch","4751","6/10/2021","11","CA","6073","California","273797","91977",87,"USCGeocoder",156.2514,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","9849.77001637453","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.7080221588438,-117.011169008534,"Relaxed","","","","","","","","","","","","","",""
"2835","985 E Vista Way","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","628","Vista","San Diego","12/27/1988","417","0","Jpmorgan Chase Bank, National Association","985 E Vista Way Branch","4475","6/10/2021","11","CA","6073","California","288710","92084",88,"USCGeocoder",109.3796,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.2112764,-117.2291193,"Exact","","","","","","","","","","","","","",""
"2836","1641 South Melrose Drive","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","628","Vista","San Diego","11/1/1934","417","0","Jpmorgan Chase Bank, National Association","Vista/Melrose Branch","4768","6/10/2021","11","CA","6073","California","273909","92081",89,"USCGeocoder",265.6339,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1604.0552479201","LinearInterpolationAddressRange","StreetSegment","96.0059171597633","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",33.1645332163534,-117.245499474341,"Relaxed","","","","","","","","","","","","","",""
"7653","4747 Executive Drive, Suite 1100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","913","San Diego","San Diego","12/2/1991","589","0","The Northern Trust Company","San Diego Branch","80","6/10/2021","11","CA","6073","California","257419","92122",90,"USCGeocoder",234.3746,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","97.3372781065089","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.8750202,-117.2038153,"Relaxed","","","","","","","","","","","","","",""
"7916","1000 Aviara Parkway, Ste 104","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","Carlsbad","San Diego","9/29/2006","647","0","Comerica Bank","Carlsbad-Palomar Airport Branch","668","6/10/2021","11","CA","6073","California","466338","92011",91,"USCGeocoder",62.5072,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4980.13711490715","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",33.1240657751398,-117.301492985963,"Exact","","","","","","","","","","","","","",""
"7917","2626 El Camino Real, Suite C","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","Carlsbad","San Diego","11/24/2008","647","0","Comerica Bank","Carlsbad - El Camino Real And Hospit","698","6/10/2021","11","CA","6073","California","482628","92008",92,"USCGeocoder",15.624,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","9169.75657455274","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",33.1771906337393,-117.326365508016,"Exact","","","","","","","","","","","","","",""
"7918","110 S. El Camino Real","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","Encinitas","San Diego","6/9/2006","647","0","Comerica Bank","Encinitas Branch","632","6/10/2021","12","CA","6073","California","453378","92024",93,"USCGeocoder",62.5051,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.0450996,-117.2599665,"Relaxed","","","","","","","","","","","","","",""
"7919","260 W Grand Avenue","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","Escondido","San Diego","12/21/2007","647","0","Comerica Bank","Escondido Branch","686","6/10/2021","11","CA","6073","California","479063","92025",94,"USCGeocoder",93.7507,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.1207491,-117.0841695,"Exact","","","","","","","","","","","","","",""
"7920","5450 Jackson Drive","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","La Mesa","San Diego","2/29/2012","647","0","Comerica Bank","La Mesa-Grossmont Banking Center Bra","809","6/10/2021","11","CA","6073","California","529522","91942",95,"USCGeocoder",140.6279,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","10236.9430982389","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.778698457272,-117.018595505175,"Exact","","","","","","","","","","","","","",""
"7921","1802 Garnet Ave","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","4/13/2007","647","0","Comerica Bank","Pacific Beach Branch","662","6/10/2021","11","CA","6073","California","466332","92109",96,"USCGeocoder",171.8835,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.8014021,-117.2365578,"Exact","","","","","","","","","","","","","",""
"7922","9255 Town Centre Drive, Ste 110","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","12/10/2004","647","0","Comerica Bank","La Jolla Branch","608","6/10/2021","11","CA","6073","California","443272","92121",97,"USCGeocoder",187.5152,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.8757805,-117.2070053,"Exact","","","","","","","","","","","","","",""
"7923","11608 Carmel Mountain Rd","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","8/30/2006","647","0","Comerica Bank","Carmel Mountain Ranch Branch","665","6/10/2021","11","CA","6073","California","466335","92128",98,"USCGeocoder",187.506,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.9807002,-117.08231,"Exact","","","","","","","","","","","","","",""
"7924","11943 El Camino Real Ste 110a","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","3/2/1987","647","0","Comerica Bank","Del Mar Heights Branch","515","6/10/2021","11","CA","6073","California","255310","92130",99,"USCGeocoder",125.0196,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.9362245,-117.2371803,"Exact","","","","","","","","","","","","","",""
"7925","2307 Fenton Parkway, Suite C109","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","8/25/2008","647","0","Comerica Bank","Mission Valley Branch","712","6/10/2021","11","CA","6073","California","493258","92108",100,"USCGeocoder",236.531,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.779902,-117.1289008,"Exact","","","","","","","","","","","","","",""
"7926","412 Washington St","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","12/17/2008","647","0","Comerica Bank","San Diego-Hillcrest Banking Center","704","6/10/2021","11","CA","6073","California","489576","92103",101,"USCGeocoder",234.4081,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.7501927,-117.1612932,"Exact","","","","","","","","","","","","","",""
"7927","9350 Mira Mesa Boulevard","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","10/28/2010","647","0","Comerica Bank","Mira Mesa Banking Center Branch","740","6/10/2021","11","CA","6073","California","513822","92126",102,"USCGeocoder",156.2537,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.9176239,-117.1238508,"Exact","","","","","","","","","","","","","",""
"7928","955 J Street","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","San Diego","San Diego","6/11/2007","647","0","Comerica Bank","Diamondview Tower Banking Center Bra","729","6/10/2021","11","CA","6073","California","498661","92101",103,"USCGeocoder",421.8824,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2011.08487339667","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.709304411635,-117.155953577694,"Exact","","","","","","","","","","","","","",""
"7929","625 South Melrose Drive","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","983","Vista","San Diego","7/1/2010","647","0","Comerica Bank","Vista-Melrose Banking Center","736","6/10/2021","11","CA","6073","California","510231","92081",104,"USCGeocoder",15.6277,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3627.12906330777","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",33.1865941633563,-117.25354566325,"Exact","","","","","","","","","","","","","",""
"9646","190 Main Street","El Centro, CA"," ","0","0","20940","1","El Centro, CA","0","20940","1768","Brawley","Imperial","3/1/1990","1171","0","Mechanics Bank","Brawley Branch","65","6/10/2021","11","CA","6025","California","256272","92227",105,"USCGeocoder",335.3732,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4488.62151212455","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.9785588044318,-115.541071071473,"Exact","","","","","","","","","","","","","",""
"9647","1448 Main Street","El Centro, CA"," ","0","0","20940","1","El Centro, CA","0","20940","1768","El Centro","Imperial","3/19/1981","1171","0","Mechanics Bank","El Centro Main","165","6/10/2021","11","CA","6025","California","520807","92243",106,"USCGeocoder",171.8903,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.7933216,-115.5688825,"Relaxed","","","","","","","","","","","","","",""
"9648","502 Holt Avenue","El Centro, CA"," ","0","0","20940","1","El Centro, CA","0","20940","1768","Holtville","Imperial","11/13/1985","1171","0","Mechanics Bank","Holtville Branch","64","6/10/2021","11","CA","6025","California","256271","92250",107,"USCGeocoder",218.7568,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.8111851,-115.3799964,"Exact","","","","","","","","","","","","","",""
"9684","9333 Genesee Avenue, Suite 1100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","1768","San Diego","San Diego","7/1/2015","1171","0","Mechanics Bank","San Diego Branch","50","6/10/2021","11","CA","6073","California","569821","92121",108,"USCGeocoder",234.3813,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.8756472,-117.2133619,"Exact","","","","","","","","","","","","","",""
"10247","2250 Alpine Boulevard","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Alpine","San Diego","5/10/1963","1506","0","Zions Bancorporation, N.A.","Alpine Branch","379","6/10/2021","11","CA","6073","California","196447","91901",109,"USCGeocoder",421.8854,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.8359307,-116.7650329,"Exact","","","","","","","","","","","","","",""
"10248","2501 Palomar Airport Road","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Carlsbad","San Diego","2/24/1997","1506","0","Zions Bancorporation, N.A.","Carlsbad Branch","377","6/10/2021","11","CA","6073","California","251821","92011",110,"USCGeocoder",46.8866,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.1270409,-117.2719725,"Exact","","","","","","","","","","","","","",""
"10249","675 Carlsbad Village Drive","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Carlsbad","San Diego","12/15/1990","1506","0","Zions Bancorporation, N.A.","Carlsbad Village Branch","444","6/10/2021","11","CA","6073","California","256193","92008",111,"USCGeocoder",62.4986,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.1604115,-117.3467428,"Exact","","","","","","","","","","","","","",""
"10250","444 Third Avenue","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Chula Vista","San Diego","5/1/2000","1506","0","Zions Bancorporation, N.A.","Chula Vista Branch","425","6/10/2021","11","CA","6073","California","294951","91910",112,"USCGeocoder",187.5094,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1305.7521478408","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.6357882262023,-117.077850752705,"Exact","","","","","","","","","","","","","",""
"10251","2775 Via De La Valle","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Del Mar","San Diego","7/23/1990","1506","0","Zions Bancorporation, N.A.","Del Mar Branch","372","6/10/2021","11","CA","6073","California","251812","92014",113,"USCGeocoder",62.5009,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","22113.8397407306","LinearInterpolationAddressRange","StreetSegment","98.9940828402367","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",32.9810627818623,-117.245050734393,"Relaxed","","","","","","","","","","","","","",""
"10252","1024 Graves Avenue","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","El Cajon","San Diego","4/1/1974","1506","0","Zions Bancorporation, N.A.","El Cajon Branch","367","6/10/2021","11","CA","6073","California","251805","92021",114,"USCGeocoder",109.3789,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.8096375,-116.9612226,"Exact","","","","","","","","","","","","","",""
"10253","135 Saxony Road","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Encinitas","San Diego","12/22/1980","1506","0","Zions Bancorporation, N.A.","Encinitas Branch","443","6/10/2021","11","CA","6073","California","16337","92024",115,"USCGeocoder",93.7577,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.0491134,-117.2850558,"Exact","","","","","","","","","","","","","",""
"10254","150 North Quince Street","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","Escondido","San Diego","5/3/1982","1506","0","Zions Bancorporation, N.A.","Escondido Branch","380","6/10/2021","11","CA","6073","California","16646","92025",116,"USCGeocoder",78.1308,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",33.1191387,-117.0884164,"Exact","","","","","","","","","","","","","",""
"10255","1127 Wall Street","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","La Jolla","San Diego","7/28/1997","1506","0","Zions Bancorporation, N.A.","La Jolla Branch","376","6/10/2021","11","CA","6073","California","251820","92037",117,"USCGeocoder",453.1361,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.8469572,-117.2724199,"Exact","","","","","","","","","","","","","",""
"10256","5500 Grossmont Center Drive, Ste 408","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","La Mesa","San Diego","1/2/2005","1506","0","Zions Bancorporation, N.A.","La Mesa Branch","447","6/10/2021","11","CA","6073","California","466010","91942",118,"USCGeocoder",93.7515,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.7775406,-117.0115969,"Exact","","","","","","","","","","","","","",""
"10257","3787 Avocado Boulevard","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","La Mesa","San Diego","9/22/1980","1506","0","Zions Bancorporation, N.A.","Rancho San Diego Branch","369","6/10/2021","11","CA","6073","California","251808","91941",119,"USCGeocoder",125.0035,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",32.7478933,-116.9613973,"Exact","","","","","","","","","","","","","",""
"10258","8252 Clairemont Mesa Blvd","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","4/3/2000","1506","0","Zions Bancorporation, N.A.","Kearny Mesa","427","6/10/2021","11","CA","6073","California","295018","92111",120,"USCGeocoder",187.504,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.8334696,-117.1462307,"Exact","","","","","","","","","","","","","",""
"10259","4305 University Avenue, Ste. 100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","4/1/2003","1506","0","Zions Bancorporation, N.A.","City Heights Branch","446","6/10/2021","11","CA","6073","California","419940","92105",121,"USCGeocoder",1206.8697,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.7491712,-117.1014314,"Exact","","","","","","","","","","","","","",""
"10260","6313 Mission Gorge Road","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","10/27/1975","1506","0","Zions Bancorporation, N.A.","Mission Gorge Branch","368","6/10/2021","11","CA","6073","California","251806","92120",122,"USCGeocoder",160.4478,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.7890709,-117.0972956,"Exact","","","","","","","","","","","","","",""
"10261","10605 Scripps Poway Pkwy, Ste A","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","11/24/1997","1506","0","Zions Bancorporation, N.A.","Scripps Poway Branch","378","6/10/2021","11","CA","6073","California","251822","92131",123,"USCGeocoder",140.6251,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.9367972,-117.0990599,"Exact","","","","","","","","","","","","","",""
"10262","11375 El Camino Real, Suite 100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","11/22/1999","1506","0","Zions Bancorporation, N.A.","Carmel Valley Branch","423","6/10/2021","11","CA","6073","California","251824","92130",124,"USCGeocoder",140.6285,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.9266802,-117.2372543,"Exact","","","","","","","","","","","","","",""
"10263","525 B Street, Ste 100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","2/11/1985","1506","0","Zions Bancorporation, N.A.","San Diego Branch","373","6/10/2021","11","CA","6073","California","251813","92101",125,"USCGeocoder",2454.9149,1,"4.1","","","00","AddressPoint","Ambiguous","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","2",32.7176286,-117.1596887,"Exact","","","","","","","","","","","","","",""
"10264","4320 La Jolla Village Drive, Ste 100","San Diego-Chula Vista-Carlsbad, CA"," ","0","0","41740","1","San Diego-Chula Vista-Carlsbad, CA","0","41740","2270","San Diego","San Diego","6/30/1994","1506","0","Zions Bancorporation, N.A.","Golden Triangle Branch","374","6/10/2021","11","CA","6073","California","251816","92122",126,"USCGeocoder",515.6268,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","41277714.8297959","ArealInterpolationGeometricCentroid","USPSZip","60","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","1",32.854723,-117.209215,"Relaxed;Soundex","","","","","","","","","","","","","",""
